,id,question,company,answer
310,878,青海互助青稞酒股份有限公司本次发行后总股本不超过多少？,青海互助青稞酒股份有限公司,"本次发行后总股本不超过48,000万股。"
311,880,华达汽车科技股份有限公司的下游行业是什么？主要客户有哪些？,华达汽车科技股份有限公司,公司的下游行业是整车制造业，主要客户包括一汽-大众、上汽大众等整车厂商。
312,881,根据读者出版传媒股份有限公司招股意向书，2013年我国新闻出版产业的利润总额是多少？,读者出版传媒股份有限公司,"2013年我国新闻出版产业的利润总额是2,346.2亿元。"
313,884,内蒙古君正能源化工股份有限公司产业链的核心环节是什么？,内蒙古君正能源化工股份有限公司,产业链的核心环节是氯碱产品生产和加工，包括聚氯乙烯树脂和烧碱的生产及其上下游的相关行业。
314,885,海南双成药业股份有限公司的核心技术优势是什么？,海南双成药业股份有限公司,公司的核心技术优势是研发能力突出，拥有一支高水平的技术团队，专注于抗病毒、抗肿瘤、心血管三大领域的研究与开发。此外，公司还具备较强的产品品质控制能力和丰富的市场营销经验。
315,886,为防止技术失密，华达汽车科技股份有限公司采取了哪些措施？,华达汽车科技股份有限公司,为防止技术失密，公司采取了较为谨慎的专利申请原则，同时公司与高级管理人员、核心技术人员以及相关研发人员均签订了严格的保密协议，并建立了完善的知识产权管理制度和科技创新奖励办法。
316,887,大连派思燃气系统股份有限公司的技术开发机构在何时被认定为省级企业技术中心？,大连派思燃气系统股份有限公司,2013年10月
317,890,若2011年、2012年深圳信立泰药业股份有限公司未被认定为高新技术企业，则按照新税法规定，公司将分别按照多少税率缴纳企业所得税？,深圳信立泰药业股份有限公司,按照新税法规定，公司将分别按照24%、25%的税率缴纳企业所得税。
318,894,根据该招股意向书，江苏旷达汽车织物集团股份有限公司正在从事研发项目包括哪些？,江苏旷达汽车织物集团股份有限公司,正在从事的研发项目包括“引进无梭织机生产高档汽车内饰面料项目”和“有色差别化涤纶丝生产线扩建项目”。
319,901,海南双成药业股份有限公司的竞争劣势有哪些？,海南双成药业股份有限公司,"能否根据给定材料回答问题: 是
答案: (1)对注射给药途径的依赖程度高；
(2)市场竞争加剧；
(3)研发投入不足、可持续发展能力较弱。"
320,907,读者出版传媒股份有限公司董事是谁？,读者出版传媒股份有限公司,根据给定材料，董事包括：姓名、国籍、性别、年龄、职务、专业背景、学历、工作经历等信息。
321,909,江苏爱康太阳能科技股份有限公司报告期内第一大客户是谁？,江苏爱康太阳能科技股份有限公司,日本特有的综合商社模式导致公司报告期客户相对集中，发行人终端客户夏普、三菱、昭和壳牌等组件商均通过住友商社下属的上海住友向发行人采购太阳能边框，因此上海住友成为发行人报告期内第一大客户，公司向上海住友销售金额占总销售额的比例分别为 48.99%、39.79%及35.44%。
322,915,海南双成药业股份有限公司的经营范围是什么？,海南双成药业股份有限公司, 维乐药业的主营业务为中成药、化学原料药及其制剂、抗生素原料及其制剂的销售。
323,916,江苏旷达汽车织物集团股份有限公司是否存在管理风险？有哪些管理风险？,江苏旷达汽车织物集团股份有限公司,存在管理风险。管理风险包括因内部控制有效性不足导致的财务报告错报风险、因依赖少数供应商而导致的原材料供应风险、因主要客户经营状况发生困难而导致的应收账款回收风险、因未能准确把握行业发展趋势和技术更新换代而带来的技术风险、因人才流失和人才引进困难而导致的管理风险等。
324,918,广东银禧科技股份有限公司注册资本是多少？,广东银禧科技股份有限公司,2010年12月31日，公司注册资本为7500万元。
325,921,大博医疗科技股份有限公司在2015年受到了哪些行政处罚？,大博医疗科技股份有限公司,"根据给定材料，2015年发行人受到了如下行政处罚：
1. 厦门市市场监督管理局于2015年9月24日作出的厦市场监管翔罚字[2015]第170号《行政处罚决定书》；
2. 厦门市市场监督管理局于2015年12月7日作出的厦市场监管翔罚字[2015]第207号《行政处罚决定书》。"
326,922,2010年和2009年浙江开尔新材料股份有限公司签署的海外项目折合人民币金额分别是多少？,浙江开尔新材料股份有限公司,2010年和2009年签署的海外项目折合人民币金额分别是2605.17万元和0.83989万元。
327,924,湖南长远锂科股份有限公司日常业务的经营主要涉及哪些部门？,湖南长远锂科股份有限公司,研发中心、采购部、制造部以及销售部等相关部门。
328,926,烟台杰瑞石油服务集团股份有限公司获得过哪些荣誉称号？,烟台杰瑞石油服务集团股份有限公司,"曾获“山东省优秀中小企业”、“山东省成长型中小企业”、 2006年度和2007
年度“烟台市百强民营企业”等多项荣誉称号"
329,928,南京中电联环保股份有限公司的住所为？,南京中电联环保股份有限公司,住所为南京市江宁开发区诚信大道1800号
330,929,浙江开尔新材料股份有限公司本次发行拟发行股份多少？发行后总股本为多少？,浙江开尔新材料股份有限公司,本次发行拟发行股份为【●】万股，发行后总股本为【●】万股。
331,930,2018年、2019年及2020年，森赫电梯股份有限公司境外销售收入分别为多少万元？占主营业务收入的比例为多少？,森赫电梯股份有限公司,2018年、2019年及2020年，境外销售收入分别为11751.32万元、9855.10万元和9466.41万元，占主营业务收入的比例分别为26.02%、19.82%和17.81%。
332,932,珠海健帆生物科技股份有限公司计划投资多少资金用于扩建研发中心？,珠海健帆生物科技股份有限公司,"6,850.90万元"
333,933,根据中国证监会颁布的《上市公司行业分类指导》的规定，西安启源机电装备股份有限公司所属的行业大类、中类、小类是什么？,西安启源机电装备股份有限公司,根据中国证监会颁布的《上市公司行业分类指导》的规定，属于制造业-计算机、通信和其他电子设备制造业-通信终端设备制造行业。
334,937,江苏爱康太阳能科技股份有限公司成立时，主要发起人是谁？,江苏爱康太阳能科技股份有限公司,"能否根据给定材料回答问题: 是
成立时，主要发起人是陈刚。"
335,941,2017年1-6月，大博医疗科技股份有限公司水费单价为什么上升？,大博医疗科技股份有限公司,2017年1-6月，水费单价上升是因为2017年1月1日起厦门市污水处理费由每吨1.2元涨至每吨1.5元所致。
336,943,上海真兰仪表科技股份有限公司2020年增资的价格是多少？,上海真兰仪表科技股份有限公司,2020年增资的价格是6.39元/股。
337,946,2015年至2017年，汉嘉设计集团股份有限公司来自浙江省内的业务收入占公司当期主营业务收入的比例分别是多少？,汉嘉设计集团股份有限公司,55.29%、51.19%、57.33%
338,947,报告期内云南沃森生物技术股份有限公司销售的自产疫苗产品有哪些？,云南沃森生物技术股份有限公司,"
本公司自产疫苗销售主要包括hib疫苗、ac群脑膜炎球菌多糖结合疫苗、冻干A、C群脑膜炎球菌多糖结合疫苗、肺炎球菌结核杆菌多糖疫苗等多种疫苗产品。"
339,948,湖南长远锂科股份有限公司的主要产品有哪些？,湖南长远锂科股份有限公司," 
公司主要产品包括三元正极材料、前驱体、钴酸锂正极材料和球镍。"
340,956,为了防范意外事故造成的损失，新疆浩源天然气股份有限公司何时购买了什么保险？,新疆浩源天然气股份有限公司,公司为了防范意外事故造成的损失，于2010年8月购买了长输管线、中压管网财产保险和公众责任险等。
341,957,武汉兴图新科电子股份有限公司在哪个领域已经成为重要供应商？,武汉兴图新科电子股份有限公司,兴图新科已经在电子信息行业尤其是军品配套生产领域成为了重要的供应商。
342,958,2007年度和2008年度杭州中恒电气股份有限公司经销的室内通信电源系统（集采产品）的价格是多少？,杭州中恒电气股份有限公司, 2007年度和2008年度经销的室内通信电源系统（集采产品）的价格是0.00元/台。
343,960,根据招股意向书，昇兴集团股份有限公司与下游食品饮料行业中的哪些知名企业结成了良好的合作关系？,昇兴集团股份有限公司,公司与下游食品饮料行业中的知名企业，如惠尔康、银鹭集团、承德露露、养元饮品、达利集团、中国旺旺、广药王老吉、青岛啤酒、燕京惠泉等结成了良好的合作关系。
344,964,项目建成达产后，杭州中恒电气股份有限公司将新增多少套通信电源系统和电力操作电源系统？,杭州中恒电气股份有限公司,"通信电源系统新增销量：3,050套
电力操作电源系统新增销量：2,000套"
345,965,华达汽车科技股份有限公司的主要原材料是什么？报告期间，主要原材料占公司主营业务成本比例约为多少？,华达汽车科技股份有限公司,公司主营业务成本的主要原材料是车用板材和管材，约占主营业务成本的80%左右。
346,966,根据江苏爱康太阳能科技股份有限公司招股意向书，2009年我国太阳能电池产量为多少？,江苏爱康太阳能科技股份有限公司,2009年我国太阳能电池产量为8.28 GW。
347,967,与江苏旷达汽车织物集团股份有限公司在行业内形成竞争的汽车内饰面料生产企业的合资企业和内资企业有哪些？,江苏旷达汽车织物集团股份有限公司," 
瑞安市李尔汽车面料有限公司、青岛福基纺织有限公司、上海申达川岛织物有限公司、武汉博奇汽车装饰布有限公司、上海新纺联汽车内饰有限公司、宏达高科控股股份有限公司"
348,969,2017年，汉嘉设计集团股份有限公司因计提应收账款坏账准备产生的资产减值损失是多少？,汉嘉设计集团股份有限公司,"2017年，因计提应收账款坏账准备产生的资产减值损失是18,978,500.00元。"
349,971,2008年度、2009年度深圳市铁汉生态环境股份有限公司生态修复工程收入的增长率分别为多少？,深圳市铁汉生态环境股份有限公司, 2008年度、2009年度生态修复工程收入的增长率分别为36.60%、98.14%。
350,972,在本招股意向书的报告期内，常熟风范电力设备股份有限公司的综合毛利率分别为多少？呈现怎样的趋势？,常熟风范电力设备股份有限公司,综合毛利率分别为15.44%，20.25%，28.46%和27.92%，总体呈上升的趋势。
351,974,东莞勤上光电股份有限公司应收账款净额在2008年末、2009年末、2010年末和2011年6月30日分别为多少？占资产总额的比重分别为多少？,东莞勤上光电股份有限公司,2008年末、2009年末、2010年末和2011年6月30日应收账款净额分别为：22913.27、34532.37、40774.37、46023.37万元。占资产总额的比重分别为：22.91%、34.53%、39.47%、44.07%。
352,980,杭州中恒电气股份有限公司面临哪些人力资源方面的风险？,杭州中恒电气股份有限公司,"该段文字描述了该公司面临的人力资源风险，包括人才流失、招聘难度增加、劳动力成本上升等方面。此外，该公司还面临着一些其他风险，如应收账款和存货比重偏大、区域销售集中、核心技术失密等风险。"
353,981,根据联化科技股份有限公司招股意见书，精细化工产品与基础化工产品相比有哪些特性？,联化科技股份有限公司,精细化工行业具有产品多样化、更新速度快，同时对工艺清洁化、节能化要求比较高的行业特性，这决定了进入本行业的主要障碍是技术壁垒、客户壁垒、规模壁垒和绿色壁垒。
354,986,浙江开尔新材料股份有限公司的主要原材料有哪些？,浙江开尔新材料股份有限公司," 
主要原材料包括冷轧钢板以及釉料，辅助材料为背衬以及其他配件材料。"
355,988,深圳市超频三科技股份有限公司目前主要产品是什么？什么是公司未来业务增长的重点产品？,深圳市超频三科技股份有限公司," 
目前主要产品是LED照明散热组件和PC散热配件。未来业务增长的重点产品是LED照明散热组件。"
356,992,报告期内，上海真兰仪表科技股份有限公司实际持有的哪些公司由自然人代为持股？何时该部分股份代持予以解除？,上海真兰仪表科技股份有限公司," 
报告期内，实际持有的由自然人代为持股的公司包括真诺投资(上海)有限公司、上海真诺企业管理咨询合伙企业(有限合伙)、上海米诺企业管理咨询合伙企业(有限合伙)、北京米诺东方科技有限公司。这部分股份代持在2020年9月30日予以解除。"
357,996,2007年度，工业业务和贸易业务分别占联化科技股份有限公司毛利比重为多少？,联化科技股份有限公司,工业业务占毛利的比重为55.71%，贸易业务占毛利的比重为44.29%。
358,997,东莞勤上光电股份有限公司实际控制人是谁？持有多少股份？,东莞勤上光电股份有限公司,陈雅悯持有瑞德海70%的财产份额，是瑞德海实际控制人。
359,999,截至2009年12月31日，兰州海默科技股份有限公司的正式在册员工人数是多少？,兰州海默科技股份有限公司,截至2009年12月31日，的正式在册员工人数是240人。
